# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 3.911674953997135162e-03 7.494384050369262695e-02 4.772819951176643372e-02 9.801000356674194336e-01 9.999999747378751636e-05 0.000000000000000000e+00 3.531933994963765144e-03 7.626380026340484619e-02 4.836178570985794067e-02 9.801000356674194336e-01 9.999999747378751636e-05 0.000000000000000000e+00
1.000000000000000000e+03 1.538731339678633958e-05 1.274377609661314636e-05 2.664558849119202932e-07 2.459273673593997955e-09 3.213563388726470293e-07 9.024031522031350505e-13 7.176858161983545870e-06 1.291343869525007904e-05 2.428184586733550532e-07 2.459273673593997955e-09 3.213563388726470293e-07 9.024031522031350505e-13
2.000000000000000000e+03 9.082043106900528073e-06 2.670601134013850242e-05 1.357609136221071822e-07 1.213288669532630593e-08 7.658898937279445818e-08 1.964596020587183745e-12 5.953105755907017738e-06 2.700855475268326700e-05 1.218631524579905090e-07 1.213288669532630593e-08 7.658898937279445818e-08 1.964596020587183745e-12
3.000000000000000000e+03 9.302956641477067024e-06 2.247880001959856600e-05 1.830992346185666975e-06 1.042497288494814711e-08 1.201606636413998785e-07 2.369583640415839909e-09 7.598133379360660911e-06 2.272827077831607312e-05 1.828160293371183798e-06 1.042497288494814711e-08 1.201606636413998785e-07 2.369583640415839909e-09
4.000000000000000000e+03 4.515463842835742980e-06 2.426587161608040333e-05 2.978604243253357708e-07 1.722641229662258411e-08 4.844213563615085150e-08 7.609749635983931171e-12 3.469029479674645700e-06 2.441184369672555476e-05 2.762598114713910036e-07 1.722641229662258411e-08 4.844213563615085150e-08 7.609749635983931171e-12
5.000000000000000000e+03 2.168733590224292129e-05 1.770676681189797819e-05 1.388478995067998767e-05 4.143885234952904284e-09 7.620698028176775551e-08 3.540900195275753504e-08 2.124119237123522907e-05 1.769789741956628859e-05 1.386898293276317418e-05 4.143885234952904284e-09 7.620698028176775551e-08 3.540900195275753504e-08
6.000000000000000000e+03 3.329708306409884244e-06 1.931643055286258459e-05 4.601032287609996274e-06 2.946762833744287491e-08 8.857598032818714273e-08 3.406228188396198675e-09 2.974797098431736231e-06 1.931350016093347222e-05 4.570409601001301780e-06 2.946762833744287491e-08 8.857598032818714273e-08 3.406228188396198675e-09
7.000000000000000000e+03 2.010574007726972923e-06 1.370515201415400952e-05 7.034274744910362642e-07 9.026862812788749579e-09 3.294761130590018183e-10 8.228140391253191410e-14 1.817701331674470566e-06 1.358995450573274866e-05 6.527216100948862731e-07 9.026862812788749579e-09 3.294761130590018183e-10 8.228140391253191410e-14
8.000000000000000000e+03 1.417329258401878178e-06 9.335009053756948560e-06 4.240805537847336382e-07 5.912070832891913597e-09 1.229200119468032426e-08 2.641138176218138511e-14 1.352615640826115850e-06 8.877756954461801797e-06 4.022266466563451104e-07 5.912070832891913597e-09 1.229200119468032426e-08 2.641138176218138511e-14
9.000000000000000000e+03 9.809482435230165720e-07 5.905350462853675708e-06 2.046077582917860127e-07 1.163904528311832109e-10 4.189638858065336535e-08 3.083730215625024584e-10 9.709822279546642676e-07 5.179320396564435214e-06 1.941540119787532603e-07 1.163904528311832109e-10 4.189638858065336535e-08 3.083730215625024584e-10
