# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 4.720124006271362305e-01 1.580808401107788086e+00 3.167240917682647705e-01 9.801000356674194336e-01 9.999999747378751636e-05 0.000000000000000000e+00 4.720124006271362305e-01 1.580808401107788086e+00 3.167240917682647705e-01 9.801000356674194336e-01 9.999999747378751636e-05 0.000000000000000000e+00
1.000000000000000000e+03 2.018847408180590719e-05 1.828758286137599498e-05 3.640779823399498127e-06 2.726267211983213201e-09 1.749264271211359301e-07 1.003464117355079566e-10 2.018847408180590719e-05 1.828758286137599498e-05 3.640779823399498127e-06 2.726267211983213201e-09 1.749264271211359301e-07 1.003464117355079566e-10
2.000000000000000000e+03 1.050235641741892323e-05 1.013461587717756629e-05 3.366241969615657581e-07 9.904397302307188511e-10 1.515525411832641112e-07 2.797775899843202296e-12 1.050235641741892323e-05 1.013461587717756629e-05 3.366241969615657581e-07 9.904397302307188511e-10 1.515525411832641112e-07 2.797775899843202296e-12
3.000000000000000000e+03 6.752491117367753759e-06 6.741837296431185678e-06 1.023297997448935348e-07 4.131130992846010486e-10 1.409414664976793574e-07 1.798561299892753595e-14 6.752491117367753759e-06 6.741837296431185678e-06 1.023297997448935348e-07 4.131130992846010486e-10 1.409414664976793574e-07 1.798561299892753595e-14
4.000000000000000000e+03 4.966395863448269665e-06 9.110316568694543093e-06 1.126710102994366025e-07 9.276881485220656032e-10 1.074183018090479891e-07 2.739510007732093300e-13 4.966395863448269665e-06 9.110316568694543093e-06 1.126710102994366025e-07 9.276881485220656032e-10 1.074183018090479891e-07 2.739510007732093300e-13
5.000000000000000000e+03 3.430780225244234316e-06 1.241426343767670915e-05 1.067671462351427181e-07 2.035879020922948257e-09 7.048161876355152344e-08 2.246054592314195020e-10 3.430780225244234316e-06 1.241426343767670915e-05 1.067671462351427181e-07 2.035879020922948257e-09 7.048161876355152344e-08 2.246054592314195020e-10
6.000000000000000000e+03 3.393164433873607777e-06 1.578872615937143564e-05 2.009273600833694218e-07 3.059540176764130592e-09 4.954788579425439821e-08 3.972169815291692885e-12 3.393164433873607777e-06 1.578872615937143564e-05 2.009273600833694218e-07 3.059540176764130592e-09 4.954788579425439821e-08 3.972169815291692885e-12
7.000000000000000000e+03 2.630671588121913373e-06 1.533240902062971145e-05 1.836202159211097751e-07 3.761758904374801205e-09 4.179198853648813383e-08 1.599557292175646239e-10 2.630671588121913373e-06 1.533240902062971145e-05 1.836202159211097751e-07 3.761758904374801205e-09 4.179198853648813383e-08 1.599557292175646239e-10
8.000000000000000000e+03 2.769965249171946198e-06 1.619905742700211704e-05 3.837213853330467828e-07 4.385189100730713108e-09 4.029507749692129437e-08 4.824309840500973223e-10 2.769965249171946198e-06 1.619905742700211704e-05 3.837213853330467828e-07 4.385189100730713108e-09 4.029507749692129437e-08 4.824309840500973223e-10
9.000000000000000000e+03 9.836388926487416029e-06 2.658834273461252451e-05 2.278836109326221049e-05 2.453955971759569366e-07 1.545386538737147930e-07 3.954610576784034492e-07 9.836388926487416029e-06 2.658834273461252451e-05 2.278836109326221049e-05 2.453955971759569366e-07 1.545386538737147930e-07 3.954610576784034492e-07
